Category 1,Category 2,Indicator short code,Indicator name,Indicator units,Indicator currency
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_pvtd,"Domestic Private Expenditure on Inpatient long-term care (health), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_pvtd,"Domestic Private Expenditure on Day long-term care (health), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_pvtd,"Domestic Private Expenditure on Outpatient long-term care (health), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_pvtd,"Domestic Private Expenditure on Home-based long-term care (health), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_pvtd,"Domestic Private Expenditure on Other Long-Term Care, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_pvtd,"Domestic Private Expenditure on Ancillary services (non-specified by function), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_pvtd,"Domestic Private Expenditure on Medical goods (non-specified by function), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_pvtd,"Domestic Private Expenditure on Preventive care, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_pvtd,"Domestic Private Expenditure on Immunization Programmes, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_pvtd,"Domestic Private Expenditure on Governance, health system & financing administration, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_pvtd,"Domestic Private Expenditure on Other health care services (n.e.c.), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis,"Current health expenditure by Diseases and Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1,"Infectious and Parasitic Diseases, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11,"HIV/AIDS and Other Sexually Transmitted Diseases (STDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12,"Tuberculosis (TB), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13,"Malaria, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16,"Neglected Tropical Diseases (NTDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2,"Reproductive Health, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21,"Maternal Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23,"Contraceptive Management (Family Planning), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3,"Nutritional Deficiencies, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4,"Noncommunicable Diseases (NCDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5,"Injuries, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec,"Other and unspecified Diseases and Conditions (n.e.c.), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_gghed,"Domestic general government health expenditure by Diseases and Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_gghed,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_gghed,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_gghed,"Domestic General Government Expenditure on Tuberculosis (TB), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_gghed,"Domestic General Government Expenditure on Malaria, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_gghed,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_gghed,"Domestic General Government Expenditure on Reproductive Health, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_gghed,"Domestic General Government Expenditure on Maternal Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_gghed,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_gghed,"Domestic General Government Expenditure on Nutritional Deficiencies, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_gghed,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_gghed,"Domestic General Government Expenditure on Injuries, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_gghed,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_ext,"External sources of funding by Diseases and Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_ext,"External sources of funding on Infectious and Parasitic Diseases, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_ext,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_ext,"External sources of funding on Tuberculosis (TB), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_ext,"External sources of funding on Malaria, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_ext,"External sources of funding on Neglected Tropical Diseases (NTDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_ext,"External sources of funding on Reproductive Health, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_ext,"External sources of funding on Maternal Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_ext,"External sources of funding on Contraceptive Management (Family Planning), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_ext,"External sources of funding on Nutritional Deficiencies, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_ext,"External sources of funding on Noncommunicable Diseases (NCDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_ext,"External sources of funding on Injuries, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_ext,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_pvtd,"Domestic Private Health expenditure by Diseases and Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_pvtd,"Domestic Private Expenditure on Infectious and Parasitic Diseases, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_pvtd,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_pvtd,"Domestic Private Expenditure on Tuberculosis (TB), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_pvtd,"Domestic Private Expenditure on Malaria, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_pvtd,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_pvtd,"Domestic Private Expenditure on Reproductive Health, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_pvtd,"Domestic Private Expenditure on Maternal Conditions, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_pvtd,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_pvtd,"Domestic Private Expenditure on Nutritional Deficiencies, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_pvtd,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_pvtd,"Domestic Private Expenditure on Injuries, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_pvtd,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,AGE,age1,"Less than five-year-old population (< 5-y), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,AGE,age1_gghed,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,AGE,age1_ext,"External sources of funding in the less than five-year-old population (< 5-y), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,AGE,age1_pvtd,"Domestic Private Expenditure in the less than five-year-old population (< 5-y), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk,"Capital health expenditure, in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_gghed,"Capital Health Expenditure (Domestic Public), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_ext,"Capital Health Expenditure (External), in million current NCU",Millions,NCU
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_pvtd,"Capital Health Expenditure (Domestic Private), in million current NCU",Millions,NCU
MACRO DATA,CONSUMPTION,gdp,"Gross Domestic Product , in million current NCU",Millions,NCU
MACRO DATA,CONSUMPTION,pfc,"Final consumption expenditure of Households and profit institutions serving households, in million current NCU",Millions,NCU
MACRO DATA,CONSUMPTION,gge,"General government expenditure , in million current NCU",Millions,NCU
MACRO DATA,EXCHANGE RATES,ppp,Purchasing Power Parity (NCU per Int$),Ones,-
MACRO DATA,EXCHANGE RATES,xrt,Exchange Rate  (NCU per US$),Ones,-
MACRO DATA,PRICE INDEX,gdpd,Gross domestic product - Price index (2019 =100 ),Ones,-
MACRO DATA,POPULATION,pop,Population (in thousands),Thousands,-
INDICATORS,FINANCING SOURCES GROUPS,che_usd,"Current Health Expenditure (CHE), in million current US$",Millions,US$
INDICATORS,FINANCING SOURCES GROUPS,gghed_usd,"Domestic General Government Health Expenditure (GGHE-D), in million current US$",Millions,US$
INDICATORS,FINANCING SOURCES GROUPS,pvtd_usd,"Domestic Private Health Expenditure (PVT-D), in million current US$",Millions,US$
INDICATORS,FINANCING SOURCES GROUPS,ext_usd,"External Health Expenditure (EXT), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs_usd,"Current health expenditure by revenues of health care financing schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs1_usd,"Transfers from government domestic revenue (allocated to health purposes), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs11_usd,"Internal transfers and grants, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs12_usd,"Transfers by government on behalf of specific groups, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs13_usd,"Subsidies, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs14_usd,"Other transfers from government domestic revenue, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs2_usd,"Transfers distributed by government from foreign origin, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs3_usd,"Social insurance contributions, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs31_usd,"Social insurance contributions from employees, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs32_usd,"Social insurance contributions from employers, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs33_usd,"Social insurance contributions from self-employed, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs34_usd,"Other social insurance contributions, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs4_usd,"Compulsory prepayment (Other, and unspecified, than FS.3), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs5_usd,"Voluntary prepayment, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs6_usd,"Other domestic revenues n.e.c., in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs61_usd,"Other revenues from households n.e.c., in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs62_usd,"Other revenues from corporations n.e.c., in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs63_usd,"Other revenues from NPISH n.e.c., in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs6nec_usd,"Unspecified other domestic revenues (n.e.c.), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fs7_usd,"Direct foreign transfers, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,REVENUES,fsnec_usd,"Unspecified revenues of health care financing schemes (n.e.c.), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf_usd,"Current health expenditure by financing schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1_usd,"Government schemes and compulsory contributory health care financing schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf11_usd,"Government schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12_usd,"Compulsory contributory health insurance schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf121_usd,"Social health insurance schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf122_usd,"Compulsory private insurance schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12nec_usd,"Unspecified compulsory contributory health insurance schemes (n.e.c.), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf13_usd,"Compulsory Medical Saving Accounts (CMSA), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1nec_usd,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2_usd,"Voluntary health care payment schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf21_usd,"Voluntary health insurance schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf22_usd,"NPISH financing schemes (including development agencies), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf23_usd,"Enterprise financing schemes, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2nec_usd,"Unspecified voluntary health care payment schemes (n.e.c.), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf3_usd,"Household out-of-pocket payment, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf4_usd,"Rest of the world financing schemes (non-resident), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hfnec_usd,"Unspecified financing schemes (n.e.c.), in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_usd,"Current health expenditure by Health Care Functions, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_usd,"Curative care, in million current US$",Millions,US$
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_usd,"Inpatient curative care, in million current US$",Millions,US$
